NO;HHNO;ORIGINALPERSONID
2781355;1099795;4375
2781377;1099795;6002
2781478;1099795;4735
2781486;1099841;1397
2781523;1099841;6792
2781545;1099863;781
2781558;1099870;7834
2781635;1099907;6875
2781811;1099984;6816
2781818;1099988;4203
2781841;1100000;2707
2781871;1100014;3894
2782021;1100014;5855
2782042;1100085;4318
2782044;1100085;7223
2782064;1100093;1933
2782066;1100094;3515
2782095;1100106;6981
2782129;1100118;2495
2782188;1100143;7235
2782198;1100147;1459
2782237;1100147;3407
2782246;1100165;1158
2782304;1100165;4507
2782316;1100165;6706
2782436;1100240;4255
2782542;1100278;2230
2782594;1100278;6896
2782607;1100303;4060
2782624;1100303;414
2782625;1100307;2528
2782686;1100331;5612
2782722;1100347;4227
2782726;1100348;5091
2782944;1100430;5566
2783000;1100452;236
2783005;1100452;1760
2783038;1100452;5035
2783046;1100474;1803
2783068;1100482;5858
2783132;1100511;6383
2783138;1100516;674
2783267;1100566;1874
2783414;1100620;1408
2783423;1100623;4791
2783459;1100639;6066
2783476;1100639;5037
2783493;1100651;3432
2783536;1100651;2386
2783574;1100687;4340
2783620;1100713;1549
2783631;1100717;3252
2783714;1100749;5514
2783823;1100792;5260
2783841;1100800;348
2783858;1100809;6838
2783911;1100809;5108
2783933;1100809;7551
2784033;1100809;2351
2784056;1100809;3081
2784111;1100907;175
2784134;1100915;3938
2784138;1100917;249
2784204;1100945;3485
2784464;1101048;55
2784503;1101066;2590
2784544;1101081;4501
2784581;1101096;1642
2784592;1101096;6170
2784969;1101263;1000
2784996;1101275;5322
2785082;1101307;572
2785129;1101307;7926
2785180;1101307;6107
2785435;1101451;5937
2785493;1101472;5157
2785513;1101472;6024
2785525;1101472;8030
2785526;1101490;2338
2785600;1101515;5120
2785656;1101515;5340
2785658;1101515;947
2785712;1101565;498
2785734;1101565;3912
2785869;1101635;1478
2785884;1101635;8118
2785902;1101651;690
2785959;1101680;5312
2786151;1101764;6909
2786187;1101780;153
2786227;1101780;6404
2786481;1101906;5708
2786584;1101948;5916
2786612;1101948;4383
2786624;1101948;2562
2786676;1101948;3523
2786694;1101948;5888
2786708;1101999;7615
2786803;1102038;743
2786808;1102041;2729
2786818;1102044;1599
2786851;1102059;434
2786891;1102073;3088
2786900;1102078;6539
2786940;1102100;5591
2786946;1102100;2131
2787081;1102100;6521
2787104;1102164;7132
2787186;1102200;4746
2787195;1102200;4841
2787205;1102200;2265
2787210;1102211;4996
2787237;1102211;6743
2787244;1102224;4539
2787257;1102231;7220
2787297;1102247;6435
2787346;1102267;700
2787366;1102267;652
2787413;1102267;1866
2787424;1102299;3074
2787461;1102310;762
2787582;1102354;666
2787663;1102390;3071
2787669;1102392;2413
2787910;1102484;300
2787928;1102484;6451
2787973;1102511;3468
2788017;1102532;6366
2788022;1102532;2576
2788050;1102532;3468
2788142;1102585;5411
2788144;1102585;4663
2788175;1102600;5807
2788200;1102608;4840
2788202;1102609;1155
2788276;1102638;4338
2788304;1102648;1263
2788415;1102692;4791
2788439;1102692;6100
2788493;1102723;3902
2788585;1102763;7522
2788612;1102763;2610
2788649;1102788;7043
2788757;1102833;6278
2788791;1102833;6215
2788830;1102864;2718
2788869;1102877;4541
2788878;1102877;5118
2788882;1102877;7297
2789001;1102926;600
2789022;1102935;1104
2789145;1102987;3716
2789193;1102987;7110
2789196;1103012;1771
2789197;1103012;934
2789199;1103012;1797
2789215;1103018;62
2789268;1103040;5140
2789371;1103084;4069
2789381;1103089;5379
2789441;1103089;8007
2789451;1103114;8061
2789503;1103136;1987
2789504;1103136;5284
2789511;1103139;8215
2789528;1103146;680
2789578;1103165;2236
2789643;1103165;988
2789704;1103226;417
2789738;1103236;6573
2789751;1103236;3554
2789778;1103236;3022
2789801;1103265;4984
2789841;1103283;3833
2789855;1103283;5496
2789962;1103283;3410
2789967;1103283;4681
2789974;1103340;6666
2790113;1103394;432
2790154;1103394;449
2790243;1103449;360
2790373;1103449;4106
2790620;1103614;8088
2790629;1103614;7378
2790642;1103614;5089
2790670;1103639;7661
2790694;1103639;7984
2790710;1103639;6512
2790722;1103657;333
2790748;1103657;697
2790777;1103657;5726
2790832;1103703;5993
2791185;1103851;6528
2791190;1103855;3769
2791196;1103860;6707
2791288;1103899;976
2791361;1103926;3199
2791369;1103930;7399
2791386;1103930;6240
2791430;1103948;6073
2791458;1103961;5398
2791466;1103961;4261
2791524;1103990;3714
2791533;1103993;602
2791572;1103993;6410
2791581;1104010;7607
2791610;1104023;2121
2791612;1104023;6689
2791658;1104039;1595
2791661;1104039;3740
2791676;1104039;431
2791698;1104039;578
2791724;1104039;2389
2791743;1104073;7168
2791786;1104089;520
2791819;1104102;4603
2792092;1104220;676
2792105;1104225;6328
2792148;1104246;6114
2792400;1104361;3259
2792435;1104372;2513
2792461;1104380;7043
2792632;1104380;5703
2792643;1104445;5358
2792657;1104445;3777
2792708;1104445;4996
2792716;1104469;3833
2792984;1104573;4713
2793007;1104573;7618
2793096;1104620;120
2793185;1104652;6254
2793224;1104668;7443
2793225;1104669;6512
2793237;1104673;7927
2793241;1104673;4909
2793265;1104673;1342
2793278;1104673;7442
2793289;1104673;13
2793383;1104739;5495
2793413;1104739;3091
2793425;1104757;4513
2793436;1104760;2779
2793438;1104760;4251
2793447;1104764;7644
2793455;1104764;4986
2793466;1104772;6589
2793542;1104806;48
2793597;1104806;1189
2793608;1104828;5765
2794010;1104992;8230
2794022;1104995;1557
2794157;1105042;3010
2794220;1105070;5095
2794295;1105102;2313
2794308;1105102;2408
2794326;1105116;6988
2794343;1105125;348
2794410;1105156;7848
2794431;1105165;2978
2794445;1105165;5379
2794497;1105192;725
2794636;1105252;433
2794656;1105259;800
2794693;1105277;7308
2794703;1105277;3311
2794829;1105332;2678
2794853;1105341;5654
2794892;1105341;7676
2794907;1105362;501
2794911;1105364;8176
2794982;1105364;7669
2795020;1105411;4632
2795072;1105430;7325
2795079;1105433;4935
2795080;1105433;392
2795122;1105451;6633
2795156;1105451;7848
2795190;1105481;2753
2795224;1105481;734
2795272;1105481;2273
2795297;1105481;678
2795368;1105481;5610
2795393;1105559;4029
2795582;1105631;4395
2795587;1105633;3951
2795654;1105662;7232
2795681;1105676;6343
2795708;1105676;7774
2795712;1105676;2577
2795715;1105676;6266
2795977;1105794;5563
2800032;1107450;1697
2803229;1108774;7336
2808393;1110883;481
2808842;1111057;7868
2808844;1111057;4896
2808964;1111057;6324
2811462;1112154;8214
2814237;1113300;1004
2814269;1113300;6054
2814613;1113458;6585
2815068;1113644;5478
2815941;1114003;252
2817038;1114451;2184
2817058;1114451;5578
2817081;1114451;2321
2818379;1115021;1007
2818445;1115021;7165
2820376;1115837;8035
2820488;1115837;2080
2820550;1115905;5367
2820572;1115905;4756
2820663;1115945;6116
2820743;1115945;566
2820746;1115975;1637
2820767;1115975;5386
2820824;1116004;2279
2820938;1116053;3100
2820957;1116053;2947
2820959;1116060;7441
2820962;1116062;4559
2820997;1116075;5521
2821008;1116080;408
2821009;1116080;8067
2821031;1116080;4960
2821060;1116080;5536
2821106;1116115;3073
2821188;1116150;3071
2821195;1116153;2571
2821209;1116159;2694
2821214;1116162;506
2821247;1116176;1613
2821384;1116229;1952
2821410;1116237;6432
2821495;1116272;2247
2821519;1116281;2231
2821645;1116281;2894
2821677;1116343;2311
2821708;1116357;1989
2821754;1116375;2786
2821757;1116375;7572
2821796;1116392;4266
2821827;1116392;6690
2821849;1116392;1251
2821852;1116413;4
2821864;1116417;7863
2821939;1116444;6760
2821940;1116444;7474
2822115;1116518;2742
2822314;1116599;4449
2822331;1116608;4212
2822332;1116608;7991
2822453;1116655;5189
2822588;1116715;3910
2822605;1116722;3033
2822734;1116771;341
2822787;1116771;213
2822842;1116815;8209
2822847;1116817;25
2822885;1116817;1931
2822899;1116837;5184
2822917;1116842;3677
2822939;1116850;2140
2822976;1116863;7028
2822988;1116867;6004
2823003;1116873;1108
2823033;1116887;6873
2823044;1116887;5115
2823088;1116887;5549
2823203;1116960;3224
2823214;1116966;7831
2823271;1116966;7573
2823389;1116966;7236
2823417;1117054;7175
2823438;1117061;959
2823462;1117061;7954
2823581;1117119;6118
2823611;1117130;164
2823616;1117130;732
2823627;1117130;2342
2823647;1117145;3364
2823714;1117179;4218
2823847;1117226;5496
2823900;1117226;1423
2824019;1117293;1274
2824045;1117303;2219
2824064;1117303;435
2824199;1117365;3839
2824245;1117384;1836
2824272;1117392;8097
2824335;1117392;2877
2824338;1117416;6781
2824594;1117529;3299
2824687;1117573;4709
2824690;1117576;3049
2824743;1117576;4377
2824749;1117576;3739
2824759;1117576;36
2824780;1117610;6309
2824874;1117651;235
2824881;1117653;4852
2824906;1117662;7552
2824908;1117662;1583
2825258;1117808;2945
2825410;1117882;3493
2825426;1117890;4188
2825513;1117890;318
2825584;1117954;717
2825589;1117956;1569
2825595;1117961;2614
2825626;1117977;2370
2825637;1117981;4138
2825845;1118070;2196
2825920;1118101;1157
2825924;1118101;5512
2826108;1118176;1652
2826122;1118181;7270
2826150;1118181;3143
2826234;1118231;3209
2826288;1118250;1072
2826290;1118250;6138
2826345;1118272;3897
2826389;1118272;5172
2826501;1118272;1211
2826531;1118272;7041
2826658;1118404;4435
2826660;1118404;4580
2826661;1118405;321
2826665;1118407;837
2826706;1118407;7539
2826741;1118439;4254
2826773;1118439;3478
2826783;1118458;656
2826812;1118469;2689
2826834;1118469;3744
2826935;1118469;3208
2826943;1118529;4700
2827042;1118570;4754
2827071;1118584;1789
2827196;1118637;14
2827209;1118637;294
2827223;1118648;5018
2827360;1118703;5462
2827365;1118706;2950
2827427;1118728;7171
2827445;1118735;1657
2827449;1118737;3280
2827483;1118750;2584
2827603;1118750;7854
2827604;1118750;4627
2827624;1118800;4486
2827686;1118800;1009
2827736;1118800;7719
2827890;1118800;3668
2827891;1118905;7638
2827893;1118906;7081
2827955;1118932;6093
2827980;1118941;5556
2827981;1118941;3039
2828011;1118941;6099
2828045;1118941;5401
2828052;1118970;5606
2828101;1118970;6222
2828170;1119028;6508
2828186;1119034;1897
2828194;1119038;2100
2828206;1119041;6581
2828221;1119041;4890
2828253;1119041;6010
2828403;1119129;5701
2828539;1119198;1720
2828540;1119198;600
2828610;1119228;4228
2828617;1119234;3695
2828666;1119255;3588
2828722;1119276;7134
2828736;1119283;34
2828749;1119287;341
2828765;1119295;3631
2828920;1119361;1341
2828969;1119382;6879
2829005;1119396;2645
2829007;1119396;6524
2829012;1119396;3700
2829031;1119406;4200
2829039;1119407;5892
2829055;1119414;7688
2829063;1119414;3781
2829118;1119414;4773
2829207;1119475;3044
2829230;1119485;4732
2829233;1119485;3711
2829292;1119510;3640
2829377;1119546;5393
2829383;1119546;7311
2829497;1119546;1037
2829517;1119546;3049
2829584;1119629;4190
2829594;1119633;3001
2829604;1119633;6113
2829647;1119656;7236
2829831;1119721;6216
2829870;1119734;3274
2829884;1119734;599
2830024;1119802;3130
2830026;1119804;4689
2830030;1119804;2558
2830031;1119804;7816
2830075;1119820;5012
2830120;1119840;7914
2830154;1119855;3962
2830160;1119855;3809
2830275;1119906;6644
2830309;1119923;4066
2830310;1119923;3640
2830383;1119923;5944
2830407;1119923;2729
2830416;1119923;7475
2830434;1119985;3499
2830818;1120143;5285
2830921;1120188;689
2830956;1120204;4219
2831034;1120227;6318
2831046;1120233;7290
2831117;1120258;7957
2831209;1120294;1385
2831223;1120294;7329
2831293;1120327;8195
2831301;1120327;5586
2831344;1120344;4094
2831387;1120366;1026
2831405;1120366;19
2831441;1120366;7315
2831570;1120449;7786
2831664;1120491;1794
2831756;1120529;33
2831827;1120560;4813
2832032;1120636;1238
2832063;1120636;1793
2832064;1120636;7033
2832180;1120706;6368
2832332;1120776;4311
2832402;1120803;6558
2832422;1120803;6013
2832485;1120834;3941
2832531;1120861;1005
2832676;1120861;781
2832684;1120930;959
2832732;1120949;1396
2832781;1120967;4629
2832812;1120967;306
2832821;1120984;7881
2832860;1120997;6372
2832886;1121007;1671
2832916;1121018;6331
2832921;1121018;2864
2832943;1121033;6314
2832975;1121046;5775
2833166;1121119;1238
2833218;1121135;3179
2833263;1121148;7636
2833306;1121160;4181
2833321;1121167;801
2833334;1121167;1502
2833380;1121189;926
2833495;1121239;3751
2833573;1121272;5798
2833718;1121272;4748
2833740;1121341;3386
2833839;1121387;2931
2833846;1121387;7487
2833898;1121387;7667
2834116;1121505;2989
2834187;1121533;3229
2834241;1121554;4727
2834280;1121569;7905
2834483;1121648;7186
2834522;1121648;4569
2834541;1121648;505
2834706;1121735;1220
2834764;1121756;357
2834781;1121765;2108
2834783;1121766;834
2834821;1121766;6882
2834847;1121766;4429
2834888;1121766;1040
2834946;1121766;4827
2834955;1121766;4716
2835130;1121921;6605
2835173;1121938;1304
2835311;1121938;1603
2835321;1121938;3024
2835443;112204;1340
2835462;1122057;2556
2835466;1122057;7809
2835475;1122064;6976
2835482;1122064;8086
2835632;1122132;4496
2835655;1122132;1987
2835726;1122167;3351
2835864;1122230;306
2835951;1122264;4846
2835993;1122277;310
2836035;1122277;1856
2836069;1122310;5717
2836084;1122310;4491
2836118;1122331;6340
2836159;1122331;2144
2836194;1122363;6716
2836210;1122368;2921
2836283;1122392;4238
2836285;1122393;7966
2836299;1122398;6545
2836322;1122398;4796
2836323;1122398;5076
2836346;1122398;1055
2836365;1122426;2323
2836441;1122426;188
2836454;1122463;5133
2836485;1122463;654
2836506;1122486;7366
2836514;1122486;5639
2836551;1122506;7479
2836563;1122506;2286
2836587;1122506;8187
2836609;1122529;5719
2836621;1122533;1431
2836683;1122533;7197
2836742;1122582;124
2836894;1122645;4822
2836912;1122645;4650
2837007;1122645;3081
2837016;1122645;7674
2837038;1122645;4051
2837065;1122645;2428
2837111;1122729;6843
2837129;1122737;4391
2837135;1122737;2018
2837277;1122795;3512
2837464;1122880;2073
2837488;1122891;4904
2837500;1122896;4850
2837540;1122896;5214
2837686;1122961;6092
2837850;1123027;7240
2837857;1123029;2162
2837925;1123057;2529
2837994;1123057;1059
2838288;1123199;4721
2838296;1123199;3342
2838425;1123257;5270
2838427;1123257;6552
2838439;1123257;7165
2838441;1123257;2560
2838480;1123278;5971
2838539;1123278;7791
2838656;1123351;3878
2838691;1123365;7975
2838728;1123365;3242
2838794;1123410;2846
2838881;1123452;4786
2838938;1123452;6859
2838947;1123473;1678
2839303;1123632;2136
2839354;1123654;275
2839628;1123769;7425
2839814;1123851;6654
2839983;1123919;2805
2839987;1123919;483
2840007;1123931;5229
2840323;1124042;6677
2840346;1124042;7583
2840399;1124073;2349
2840514;1124120;6264
2840555;1124120;5463
2840569;1124143;7976
2840666;1124186;3976
2840670;1124188;2826
2840819;1124248;8136
2840932;1124294;5614
2840999;1124294;245
2841064;1124349;1238
2841068;1124349;1578
2841119;1124349;4914
2841449;1124510;2074
2841451;1124510;2346
2841494;1124510;3902
2841589;1124510;2738
2841895;1124687;4342
2841904;1124687;7659
2841928;1124702;4327
2841945;1124712;4971
2841988;1124729;3688
2841994;1124729;4789
2842002;1124729;2422
2842173;1124803;5482
2842187;1124813;2759
2842200;1124818;5846
2842223;1124830;4816
2842235;1124830;6444
2842248;1124837;7636
2842274;1124851;119
2842483;1124936;8241
2842498;1124941;2934
2842738;1125041;7611
2842764;1125051;1185
2842809;1125051;2842
2842840;1125079;3582
2842914;1125114;7989
2842933;1125122;622
2843006;1125153;6100
2843056;1125153;4969
2843130;1125198;3156
2843170;1125198;4601
2843281;1125259;4837
2843473;1125340;7480
2843551;1125371;2124
2843563;1125371;2094
2843575;1125371;1416
2843606;1125393;2210
2843639;1125405;1732
2843693;1125425;1648
2843740;1125448;3661
2843775;1125464;4242
2843960;1125533;2424
2844219;1125630;7927
2844228;1125633;2444
2844269;1125652;1430
2844385;1125699;4173
2844486;1125699;1192
2844516;1125749;1220
2844556;1125770;5643
2844627;1125797;3989
2844651;1125797;4382
2844657;1125797;717
