NO;LOCATIONNO;ORIGINALHHID
1133697;270165;1070
1133837;270259;5040
1133892;270311;5064
1133904;270423;2941
1133934;270493;3183
1133985;270524;3215
1133993;270539;4905
1134122;270591;2892
1134149;270594;2207
1134175;270605;4682
1134189;270686;4106
1134214;270703;1448
1134270;270894;1995
1134284;270912;4099
1134302;271057;832
1134330;271072;3541
1134362;271105;4632
1134473;271114;4592
1134559;271188;2091
1134568;271190;3398
1134586;271206;1925
1134652;271255;4461
1134670;271296;4045
1134703;271352;4212
1134709;271357;2622
1134719;271359;4426
1134821;271404;1864
1134963;271438;5008
1134982;271444;1750
1134992;271511;1388
1135013;271565;1814
1135068;271623;2980
1135120;271640;4682
1135162;271650;544
1135183;271657;4837
1135252;271668;876
1135275;271669;4942
1135285;271705;258
1135306;271728;3285
1135404;271748;649
1135412;271771;4184
1135423;271789;1701
1135427;271807;4092
1135585;271849;3470
1135689;271886;3299
1135714;271910;18
1135812;271935;5143
1135880;271956;927
1135881;271965;1706
1136047;271985;2266
1136056;272018;4806
1136227;272043;1238
1136249;272070;954
1136358;272072;183
1136395;272079;664
1136425;272092;4356
1136429;272112;1851
1136444;272121;3078
1136449;272138;1216
1136483;272163;589
1136487;272171;2396
1136568;272185;3232
1136578;272200;1092
1136622;272204;2912
1136658;272279;2663
1136696;272351;467
1136708;272385;4346
1136739;272415;2637
1136763;272450;3968
1136772;272466;722
1136814;272472;847
1136894;272515;1784
1136900;272562;1213
1136920;272568;197
1136952;272691;3275
1136958;272753;1713
1136973;272770;4429
1137040;272815;4474
1137125;272824;1422
1137149;272846;945
1137151;272851;872
1137162;272852;2452
1137166;272919;236
1137228;272921;3210
1137316;272948;2765
1137317;272965;608
1137325;272990;2885
1137340;273055;630
1137402;273095;32
1137403;273119;4752
1137445;273162;3668
1137489;273242;4779
1137498;273307;2022
1137499;273322;338
1137509;273352;1934
1137584;273367;3981
1137611;273451;3006
1137668;273469;3165
1137690;273488;1723
1137702;273489;461
1137724;273508;4516
1137792;273574;2526
1137811;273579;1125
1137814;273707;3383
1137867;273751;3153
1137870;273759;1845
1137871;273806;2120
1137901;273828;3566
1137921;273838;27
1138058;273844;5126
1138076;273900;1675
1138147;273926;2662
1138190;273931;1352
1138270;273940;2652
1138274;273963;4014
1138291;273971;1386
1138401;273981;2565
1138464;274003;17
1138469;274028;3791
1138484;274036;579
1138489;274049;4521
1138502;274057;1715
1138511;274093;333
1138520;274144;1199
1138539;274161;3680
1138555;274203;4797
1138629;274226;1265
1138688;274258;733
1138728;274268;108
1138736;274333;4306
1138763;274341;4092
1138790;274385;553
1138823;274464;4077
1138918;274467;1566
1138919;274500;4224
1138955;274519;88
1138976;274529;4141
1138978;274531;4962
1138987;274619;4831
1139017;274736;2870
1139067;274773;1235
1139186;274820;4867
1139207;274833;3221
1139223;274843;5017
1139300;274846;2629
1139323;274902;2695
1139481;274933;3334
1139494;274936;703
1139530;274989;4024
1139610;275000;2494
1139657;275030;233
1139722;275042;1301
1139811;275079;4435
1139887;275132;4391
1139903;275180;233
1139994;275203;2963
1140068;275214;2979
1140084;275218;5
1140092;275221;2932
1140095;275252;3001
1140097;275260;3226
1140145;275274;532
1140149;275275;2158
1140160;275302;2893
1140164;275305;4922
1140174;275414;1907
1140315;275420;3128
1140317;275460;4190
1140345;275508;2621
1140394;275585;2661
1140407;275611;4093
1140430;275685;4481
1140569;275725;4490
1140677;275780;2277
1140706;275845;3686
1140768;275863;4666
1140771;275884;729
1140780;275917;2560
1140802;275944;3820
1140863;275968;4871
1140903;275974;4413
1140970;275992;2559
1141015;276026;848
1141094;276075;1130
1141109;276087;2112
1141142;276088;4088
1141167;276092;1007
1141194;276101;562
1141223;276106;128
1141246;276218;1125
1141269;276373;3594
1141279;276440;3602
1141358;276446;1496
1141388;276452;4472
1141429;276503;3835
1141576;276581;2079
1141581;276658;3219
1141654;276703;993
1141695;276765;2925
1141719;276827;1227
1141732;276845;2355
1141738;276929;4470
1141752;276967;2146
1141754;277025;3758
1141755;277082;3185
1141838;277112;4140
1141854;277142;3758
1141876;277156;2562
1141959;277170;561
1141960;277173;254
1141993;277177;1907
1142013;277178;1904
1142035;277188;3844
1142076;277213;747
1142084;277214;1256
1142149;277225;2633
1142236;277242;1755
1142251;277315;1451
1142302;277359;1807
1142343;277381;1463
1142349;277436;3766
1142384;277490;1458
1142398;277530;2823
1142408;277531;3550
1142450;277536;102
1142493;277558;4268
1142503;277601;4649
1142507;277603;1803
1142532;277660;2896
1142654;277661;3988
1142671;277677;2383
1142773;277691;3344
1142790;277694;2128
1142795;277784;981
1142812;277795;3117
1142817;277815;1590
1142863;277845;2212
1142910;277861;1315
1142944;277874;2186
1142962;277886;1082
1143006;277903;745
1143168;277988;5166
1143193;278011;4507
1143274;278021;4394
1143295;278061;3127
1143312;278075;4109
1143325;278077;3733
1143418;278121;2
1143452;278135;3662
1143453;278151;2669
1145963;280054;5037
1149781;283270;3437
1151598;284535;3715
1153284;285632;1477
1153407;285707;982
1153435;285718;3031
1153452;285722;1543
1153454;285734;1648
1153504;285813;2907
1153529;285858;1147
1153572;285864;1967
1153629;285885;103
1153676;285912;1635
1153688;285954;4445
1153737;285995;1699
1153769;286052;1039
1153772;286111;4564
1153790;286126;3001
1153824;286225;5134
1153884;286285;305
1154015;286306;504
1154073;286311;4216
1154138;286331;1471
1154151;286341;1590
1154179;286342;4260
1154193;286344;3811
1154289;286350;2530
1154294;286428;1656
1154298;286467;299
1154311;286481;2991
1154404;286512;1859
1154411;286533;412
1154524;286576;18
1154528;286578;4562
1154536;286582;1796
1154629;286628;4752
1154640;286631;1555
1154755;286658;25
1154760;286762;4942
1154772;286800;4852
1154808;286818;2404
1154811;286824;4058
1154830;286899;3537
1154865;286909;864
1154922;286944;71
1154931;286973;2414
1154969;286995;506
1154998;287031;2483
1155069;287069;2773
1155158;287105;57
1155171;287203;154
1155217;287216;596
1155268;287261;4271
1155313;287271;5108
1155396;287299;3747
1155462;287348;252
1155482;287374;1065
1155496;287430;205
1155522;287475;3639
1155547;287495;2439
1155559;287507;2477
1155576;287522;4402
1155681;287526;688
1155698;287528;5027
1155716;287635;4298
1155766;287669;3856
1155772;287794;4769
1155787;287795;963
1155791;287819;138
1155924;287832;3866
1156116;287930;3065
1156184;287934;188
1156242;287946;3279
1156258;287980;215
1156285;288057;1920
1156348;288080;4123
1156421;288098;4004
1156434;288110;1774
1156541;288191;196
1156570;288195;4690
1156604;288230;3991
1156665;288265;4230
1156668;288293;3938
1156692;288399;4289
1156719;288405;3980
1156729;288427;3755
1156843;288460;4415
1156945;288490;1600
1156963;288497;1202
1156980;288500;4995
1156984;288540;4744
1157024;288543;1202
1157057;288569;3498
1157066;288626;2745
1157157;288659;3784
1157201;288662;1901
1157212;288666;1188
1157252;288692;2705
1157254;288722;410
1157392;288741;1015
1157408;288759;18
1157422;288804;5136
1157440;288809;5108
1157445;288835;3262
1157573;288872;1928
1157722;288875;419
1157747;288890;2888
1157921;288904;4177
1157931;288905;786
1157945;288919;1692
1157973;288941;5038
1158045;288970;2628
1158136;288996;110
1158158;289009;5063
1158166;289022;4171
1158173;289024;1111
1158254;289068;3855
1158282;289127;4197
1158374;289162;1380
1158432;289193;35
1158451;289213;1599
1158464;289251;1672
1158513;289296;1535
1158542;289315;2627
1158584;289431;1848
1158586;289435;2636
1158589;289444;2479
1158594;289469;3519
1158636;289523;449
1158644;289579;2401
1158851;289585;230
1158853;289678;2554
1158947;289684;2045
1158969;289703;4517
1159027;289707;4708
1159270;289783;3256
1159293;289836;4219
1159322;289843;3472
1159340;289912;773
1159347;289935;113
1159351;289955;3321
1159437;289975;401
1159530;290039;208
1159535;290067;544
1159536;290083;3752
1159589;290097;115
1159691;290118;1708
1159697;290120;4451
1159710;290130;4046
1159730;290184;4574
1159753;290207;95
1159823;290234;4457
1159974;290307;1937
1160001;290337;2217
1160078;290382;2315
1160108;290405;3485
1160135;290454;2393
1160149;290498;434
1160205;290551;2112
1160210;290594;1378
1160218;290602;2384
1160240;290804;382
1160269;290852;987
1160276;290873;1883
1160295;290886;3692
1160361;290913;4444
1160391;290952;3036
1160414;290960;730
1160431;290971;3452
1160456;290998;5017
1160525;291015;1616
1160566;291020;4188
1160632;291056;3171
1160659;291076;1627
1160663;291107;4950
1160700;291134;2033
1160717;291143;1108
1160838;291166;4856
1160847;291180;17
1160930;291184;1094
1160969;291221;3587
1161011;291248;3063
1161068;291283;4838
1161075;291348;37
1161106;291357;1465
1161159;291363;98
1161161;291410;1405
1161183;291419;3793
1161247;291446;5122
1161290;291449;3212
1161470;291453;2647
1161569;291515;68
1161645;291535;968
1161664;291549;4263
1161719;291554;924
1161723;291574;907
1161794;291645;4097
1161994;291662;544
1162003;291712;496
1162005;291731;973
1162022;291819;2831
1162160;291823;2943
1162166;291860;2654
1162238;291877;809
1162354;291904;1085
1162364;291920;2140
1162384;291943;5022
1162454;291955;264
1162533;291993;1323
1162561;292043;1548
1162564;292090;1084
1162572;292109;4712
1162611;292152;4731
1162632;292244;386
1162727;292276;4650
1162769;292336;2256
1162934;292351;3372
1162936;292378;1241
1162960;292392;5159
1162963;292403;4430
1162984;292425;303
1163070;292510;3009
1163086;292578;2190
1163138;292625;4958
1163161;292654;3769
1163191;292665;1745
1163194;292674;366
1163226;292711;3656
1163262;292719;1121
1163339;292821;3244
1163399;292838;4864
1163417;292842;4907
1163425;292874;3521
1163432;292881;1153
1163572;292910;4913
1163578;292922;1119
1163631;293009;4644
1163656;293013;262
1163679;293036;1954
1163680;293081;2820
1163691;293100;1553
1163714;293124;1448
1163736;293194;694
1163824;293203;379
1163886;293220;405
1163974;293239;2137
1163995;293255;374
1164046;293273;3054
1164107;293277;2295
1164112;293286;2943
1164155;293356;4743
1164232;293378;3706
1164304;293387;444
1164374;293411;3682
1164409;293424;988
1164416;293444;1918
1164545;293479;2703
1164635;293504;4121
1164720;293511;6
1164730;293514;1755
1164734;293517;2827
1164738;293553;2497
1164830;293561;3256
1164899;293580;3021
1164934;293587;4028
1164942;293626;3811
1164951;293634;2823
1164960;293647;860
1164990;293701;4253
1165009;293753;3964
1165060;293825;2034
1165095;293828;2203
1165110;293883;4343
1165123;293888;1157
1165232;293906;3847
1165241;293953;3875
1165278;293975;3825
1165297;293995;3467
1165308;294059;76
1165337;294135;3062
1165351;294160;1835
1165446;294173;3506
1165493;294214;1821
1165530;294267;4304
1165537;294277;1684
1165586;294288;2183
1165608;294292;470
1165669;294295;2046
1165808;294496;1409
1165844;294519;471
1165856;294542;1090
1165871;294554;1277
1165918;294576;754
1165920;294627;45
1165927;294654;3778
1165942;294656;4668
1165949;294714;4798
1165960;294748;181
1166012;294794;197
1166039;294805;2934
1166077;294880;2462
1166171;294887;3789
1166174;294888;3286
1166234;294923;1130
1166253;294975;4435
1166271;295220;78
1166358;295252;872
1166397;295254;144
1166435;295269;3106
1166473;295293;1315
1166510;295316;1910
1166539;295381;1482
1166550;295394;4936
1166615;295430;3320
1166678;295434;418
1166753;295474;846
1166778;295493;1088
1166808;295524;3836
1166954;295525;3063
1167062;295544;983
1167073;295603;3278
1167076;295686;1815
1167093;295697;4971
1167130;295759;2266
1167307;295761;1262
1167518;295809;3804
1167555;295813;3787
1167576;295866;778
1167579;295890;952
1167602;295900;396
1167642;295906;2717
1167778;295982;2847
1167786;296013;974
1167815;296027;3968
1167949;296084;3329
1167956;296198;523
1167980;296226;1118
1167995;296235;4679
1168013;296245;2710
1168038;296247;1122
1168082;296297;5113
1168095;296371;2465
1168104;296399;4099
1168230;296448;2137
1168280;296454;1650
1168315;296461;1211
1168338;296511;790
1168353;296513;1170
1168394;296556;1304
1168441;296563;3635
1168533;296575;4426
1168561;296594;3786
1168650;296666;1634
1168755;296720;4044
1168827;296752;3354
1168843;296754;1748
1168893;296756;1795
1168946;296804;4460
1168971;296814;3986
1168975;296884;2642
1168980;296932;2929
1168988;297006;5063
1169026;297012;171
1169062;297047;278
1169083;297057;2324
1169159;297138;1391
1169191;297150;4626
1169238;297153;404
1169371;297181;4914
1169402;297248;4393
1169468;297302;3361
1169500;297309;476
1169513;297329;614
1169610;297376;953
1169623;297396;4117
1169728;297405;1826
1169779;297432;212
1169843;297435;100
1169898;297454;3750
1169965;297464;3757
1169995;297498;4613
1170050;297500;159
1170074;297506;1921
1170075;297555;58
1170329;297569;2501
1170335;297619;1168
1170348;297626;4871
1170366;297634;1977
1170427;297694;2019
1170511;297710;4929
1170580;297729;3839
1170637;297746;3905
1170658;297927;4230
1170738;297936;3165
1170766;297973;3238
1170946;298049;120
1170989;298063;2304
1171027;298171;4584
1171031;298202;149
1171058;298232;3614
1171078;298244;2503
1171194;298316;1405
1171204;298330;3599
1171211;298336;5050
1171289;298360;1227
1171309;298426;3767
1171380;298443;1244
1171385;298459;802
1171407;298478;927
1171445;298506;5084
1171470;298511;193
1171701;298517;4102
1171703;298535;1825
1171706;298558;2881
1171761;298632;3062
1171909;298635;3169
1171932;298645;3277
1172114;298838;2682
1172121;298843;3294
1172197;298858;1631
1172369;298871;838
1172374;298882;2039
1172508;298957;4869
1172559;299008;1717
1172579;299011;3219
1172703;299030;632
1172768;299128;3407
1172776;299176;1565
1172781;299198;4995
1172807;299298;3403
1172814;299303;2293
1172820;299323;2311
1172860;299353;711
1173008;299453;3744
1173020;299501;2516
1173034;299503;728
1173080;299508;3516
1173238;299512;3115
1173371;299524;462
1173427;299548;1458
1173501;299554;3720
1173526;299563;3119
1173587;299568;1167
1173600;299600;1238
1173618;299641;2018
1173645;299668;3205
1173724;299686;4710
1173753;299707;955
1173820;299744;5038
1173859;299769;659
1173876;299823;4142
1173884;299872;1596
1173950;299882;1432
1173974;299890;5145
1173998;299891;2454
1174068;299935;3562
1174083;299970;4926
1174091;299982;1517
1174131;300045;2705
1174178;300084;4626
1174186;300129;2996
1174197;300140;3777
1174221;300184;2951
1174252;300194;769
1174326;300249;1189
1174401;300263;3577
1174403;300298;1893
1174439;300328;5074
1174483;300329;4854
1174487;300335;3918
1174635;300336;1954
1174652;300366;802
1174711;300368;2470
1174769;300371;4345
1174801;300392;3931
1174835;300396;1868
1174841;300419;1993
1174854;300431;910
1174919;300571;920
1175096;300614;3656
